"TIME","GEO","UNIT","AGE","SEX","Value","Flag and Footnotes"
"2012","Latvia","Number","From 35 to 44 years","Total","1 055",""
"2012","Latvia","Number","From 45 to 54 years","Total","1 972",""
"2012","Latvia","Number","From 55 to 64 years","Total","1 664",""
"2012","Lithuania","Number","Total","Total","13 552",""
"2012","Lithuania","Number","Less than 35 years","Total","2 778","e"
"2012","Lithuania","Number","From 35 to 44 years","Total","2 232","e"
"2012","Lithuania","Number","From 45 to 54 years","Total","3 507","e"
"2012","Lithuania","Number","From 55 to 64 years","Total","3 295","e"
"2012","Luxembourg","Number","Total","Total","1 489",""
"2012","Luxembourg","Number","Less than 35 years","Total","76",""
"2012","Luxembourg","Number","From 35 to 44 years","Total","332",""
"2012","Luxembourg","Number","From 45 to 54 years","Total","553",""
"2012","Luxembourg","Number","From 55 to 64 years","Total","411",""
"2012","Hungary","Number","Total","Total","30 641",""
"2012","Hungary","Number","Less than 35 years","Total","4 979",""
"2012","Hungary","Number","From 35 to 44 years","Total","5 761",""
"2012","Hungary","Number","From 45 to 54 years","Total","7 283",""
"2012","Hungary","Number","From 55 to 64 years","Total","7 835",""
"2012","Malta","Number","Total","Total","1 381",""
"2012","Malta","Number","Less than 35 years","Total","573",""
"2012","Malta","Number","From 35 to 44 years","Total","240",""
"2012","Malta","Number","From 45 to 54 years","Total","362",""
"2012","Malta","Number","From 55 to 64 years","Total","136",""
"2012","Netherlands","Number","Total","Total","54 511",""
"2012","Netherlands","Number","Less than 35 years","Total","15 240",""
"2012","Netherlands","Number","From 35 to 44 years","Total","13 244",""
"2012","Netherlands","Number","From 45 to 54 years","Total","12 663",""
"2012","Netherlands","Number","From 55 to 64 years","Total","11 543",""
"2012","Austria","Number","Total","Total","41 268",""
"2012","Austria","Number","Less than 35 years","Total","7 412",""
"2012","Austria","Number","From 35 to 44 years","Total","10 310",""
"2012","Austria","Number","From 45 to 54 years","Total","13 289",""
"2012","Austria","Number","From 55 to 64 years","Total","8 273",""
"2012","Poland","Number","Total","Total","85 025",""
"2012","Poland","Number","Less than 35 years","Total",":",""
"2012","Poland","Number","From 35 to 44 years","Total",":",""
"2012","Poland","Number","From 45 to 54 years","Total",":",""
"2012","Poland","Number","From 55 to 64 years","Total",":",""
"2012","Portugal","Number","Total","Total","43 123",""
"2012","Portugal","Number","Less than 35 years","Total",":",""
"2012","Portugal","Number","From 35 to 44 years","Total",":",""
"2012","Portugal","Number","From 45 to 54 years","Total",":",""
"2012","Portugal","Number","From 55 to 64 years","Total",":",""
"2012","Romania","Number","Total","Total","52 362",""
"2012","Romania","Number","Less than 35 years","Total","15 763",""
"2012","Romania","Number","From 35 to 44 years","Total","13 173",""
"2012","Romania","Number","From 45 to 54 years","Total","11 568",""
"2012","Romania","Number","From 55 to 64 years","Total","10 461",""
"2012","Slovenia","Number","Total","Total","5 228",""
"2012","Slovenia","Number","Less than 35 years","Total","1 159",""
"2012","Slovenia","Number","From 35 to 44 years","Total","1 346",""
"2012","Slovenia","Number","From 45 to 54 years","Total","1 374",""
"2012","Slovenia","Number","From 55 to 64 years","Total","1 100",""
"2012","Slovakia","Number","Total","Total","18 193",""
"2012","Slovakia","Number","Less than 35 years","Total","3 678",""
"2012","Slovakia","Number","From 35 to 44 years","Total","4 399",""
"2012","Slovakia","Number","From 45 to 54 years","Total","3 633",""
"2012","Slovakia","Number","From 55 to 64 years","Total","5 034",""
"2012","Finland","Number","Total","Total","17 790","e"
"2012","Finland","Number","Less than 35 years","Total","3 511","e"
"2012","Finland","Number","From 35 to 44 years","Total","4 463","e"
"2012","Finland","Number","From 45 to 54 years","Total","5 284","e"
"2012","Finland","Number","From 55 to 64 years","Total","4 532","e"
"2012","Sweden","Number","Total","Total","37 769",""
"2012","Sweden","Number","Less than 35 years","Total","6 945",""
"2012","Sweden","Number","From 35 to 44 years","Total","9 555",""
"2012","Sweden","Number","From 45 to 54 years","Total","8 129",""
"2012","Sweden","Number","From 55 to 64 years","Total","9 303",""
"2012","Iceland","Number","Total","Total","1 142",""
"2012","Iceland","Number","Less than 35 years","Total","175",""
"2012","Iceland","Number","From 35 to 44 years","Total","177",""
"2012","Iceland","Number","From 45 to 54 years","Total","323",""
"2012","Iceland","Number","From 55 to 64 years","Total","331",""
"2012","Liechtenstein","Number","Total","Total","116",""
"2012","Liechtenstein","Number","Less than 35 years","Total","2",""
"2012","Liechtenstein","Number","From 35 to 44 years","Total","28",""
"2012","Liechtenstein","Number","From 45 to 54 years","Total","38",""
"2012","Liechtenstein","Number","From 55 to 64 years","Total","39",""
"2012","Norway","Number","Total","Total","21 238",""
"2012","Norway","Number","Less than 35 years","Total","5 515",""
"2012","Norway","Number","From 35 to 44 years","Total","5 759",""
"2012","Norway","Number","From 45 to 54 years","Total","4 246",""
"2012","Norway","Number","From 55 to 64 years","Total","4 056",""
"2012","Switzerland","Number","Total","Total","31 313",""
"2012","Switzerland","Number","Less than 35 years","Total","3 488",""
"2012","Switzerland","Number","From 35 to 44 years","Total","8 370",""
"2012","Switzerland","Number","From 45 to 54 years","Total","9 265",""
"2012","Switzerland","Number","From 55 to 64 years","Total","7 849",""
"2012","United Kingdom","Number","Total","Total","170 580",""
"2012","United Kingdom","Number","Less than 35 years","Total","56 471",""
"2012","United Kingdom","Number","From 35 to 44 years","Total","50 887",""
"2012","United Kingdom","Number","From 45 to 54 years","Total","40 298",""
"2012","United Kingdom","Number","From 55 to 64 years","Total","19 416",""
"2012","Montenegro","Number","Total","Total","1 276",""
"2012","Montenegro","Number","Less than 35 years","Total","242",""
"2012","Montenegro","Number","From 35 to 44 years","Total","367",""
"2012","Montenegro","Number","From 45 to 54 years","Total","434",""
"2012","Montenegro","Number","From 55 to 64 years","Total","233","d"
"2012","North Macedonia","Number","Total","Total","5 755",""
"2012","North Macedonia","Number","Less than 35 years","Total","1 040",""
"2012","North Macedonia","Number","From 35 to 44 years","Total","1 299",""
"2012","North Macedonia","Number","From 45 to 54 years","Total","1 740",""
"2012","North Macedonia","Number","From 55 to 64 years","Total","1 676",""
"2012","Serbia","Number","Total","Total","22 315",""
"2012","Serbia","Number","Less than 35 years","Total","3 260",""
"2012","Serbia","Number","From 35 to 44 years","Total","6 406",""
"2012","Serbia","Number","From 45 to 54 years","Total","7 329",""
"2012","Serbia","Number","From 55 to 64 years","Total","5 206",""
"2012","Turkey","Number","Total","Total","129 772",""
"2012","Turkey","Number","Less than 35 years","Total","42 386","e"
"2012","Turkey","Number","From 35 to 44 years","Total","40 674","e"
"2012","Turkey","Number","From 45 to 54 years","Total","26 668","e"
"2012","Turkey","Number","From 55 to 64 years","Total","11 092","e"
"2013","European Union - 27 countries (from 2020)","Number","Total","Total",":",""
"2013","European Union - 27 countries (from 2020)","Number","Less than 35 years","Total",":",""
"2013","European Union - 27 countries (from 2020)","Number","From 35 to 44 years","Total",":",""
"2013","European Union - 27 countries (from 2020)","Number","From 45 to 54 years","Total",":",""
"2013","European Union - 27 countries (from 2020)","Number","From 55 to 64 years","Total",":",""
"2013","European Union - 28 countries (2013-2020)","Number","Total","Total",":",""
"2013","European Union - 28 countries (2013-2020)","Number","Less than 35 years","Total",":",""
"2013","European Union - 28 countries (2013-2020)","Number","From 35 to 44 years","Total",":",""
"2013","European Union - 28 countries (2013-2020)","Number","From 45 to 54 years","Total",":",""
"2013","European Union - 28 countries (2013-2020)","Number","From 55 to 64 years","Total",":",""
"2013","Belgium","Number","Total","Total","32 999",""
"2013","Belgium","Number","Less than 35 years","Total","2 457",""
"2013","Belgium","Number","From 35 to 44 years","Total","7 946",""
"2013","Belgium","Number","From 45 to 54 years","Total","8 337",""
"2013","Belgium","Number","From 55 to 64 years","Total","9 446",""
"2013","Bulgaria","Number","Total","Total",":",""
"2013","Bulgaria","Number","Less than 35 years","Total",":",""
"2013","Bulgaria","Number","From 35 to 44 years","Total",":",""
"2013","Bulgaria","Number","From 45 to 54 years","Total",":",""
"2013","Bulgaria","Number","From 55 to 64 years","Total",":",""
"2013","Czechia","Number","Total","Total","38 776",""
"2013","Czechia","Number","Less than 35 years","Total","7 298",""
"2013","Czechia","Number","From 35 to 44 years","Total","8 555",""
"2013","Czechia","Number","From 45 to 54 years","Total","8 508",""
"2013","Czechia","Number","From 55 to 64 years","Total","10 088",""
"2013","Denmark","Number","Total","Total","21 614",""
"2013","Denmark","Number","Less than 35 years","Total","4 170",""
"2013","Denmark","Number","From 35 to 44 years","Total","5 725",""
"2013","Denmark","Number","From 45 to 54 years","Total","4 533",""
"2013","Denmark","Number","From 55 to 64 years","Total","5 074",""
"2013","Germany (until 1990 former territory of the FRG)","Number","Total","Total","325 407",""
"2013","Germany (until 1990 former territory of the FRG)","Number","Less than 35 years","Total","62 703",""
"2013","Germany (until 1990 former territory of the FRG)","Number","From 35 to 44 years","Total","38 966",""
"2013","Germany (until 1990 former territory of the FRG)","Number","From 45 to 54 years","Total","86 349",""
"2013","Germany (until 1990 former territory of the FRG)","Number","From 55 to 64 years","Total","124 023",""
"2013","Estonia","Number","Total","Total","4 395","b"
"2013","Estonia","Number","Less than 35 years","Total","731","b"
"2013","Estonia","Number","From 35 to 44 years","Total","654","b"
"2013","Estonia","Number","From 45 to 54 years","Total","1 110","b"
"2013","Estonia","Number","From 55 to 64 years","Total","1 169","b"
"2013","Ireland","Number","Total","Total","18 160",""
"2013","Ireland","Number","Less than 35 years","Total","5 115",""
"2013","Ireland","Number","From 35 to 44 years","Total","5 102",""
"2013","Ireland","Number","From 45 to 54 years","Total","4 051",""
"2013","Ireland","Number","From 55 to 64 years","Total","2 661",""
"2013","Greece","Number","Total","Total","63 736",""
"2013","Greece","Number","Less than 35 years","Total","10 859",""
"2013","Greece","Number","From 35 to 44 years","Total","21 708",""
"2013","Greece","Number","From 45 to 54 years","Total","14 621",""
"2013","Greece","Number","From 55 to 64 years","Total","12 599",""
"2013","Spain","Number","Total","Total","177 665",""
"2013","Spain","Number","Less than 35 years","Total","36 566",""
"2013","Spain","Number","From 35 to 44 years","Total","47 167",""
"2013","Spain","Number","From 45 to 54 years","Total","48 566",""
"2013","Spain","Number","From 55 to 64 years","Total","38 700",""
"2013","France","Number","Total","Total","204 129",""
"2013","France","Number","Less than 35 years","Total","20 188",""
"2013","France","Number","From 35 to 44 years","Total","38 032",""
"2013","France","Number","From 45 to 54 years","Total","55 586",""
"2013","France","Number","From 55 to 64 years","Total","71 459",""
"2013","Croatia","Number","Total","Total","12 906",""
"2013","Croatia","Number","Less than 35 years","Total","2 827",""
"2013","Croatia","Number","From 35 to 44 years","Total","2 973",""
"2013","Croatia","Number","From 45 to 54 years","Total","3 724",""
"2013","Croatia","Number","From 55 to 64 years","Total","3 068",""
"2013","Italy","Number","Total","Total","234 918",""
"2013","Italy","Number","Less than 35 years","Total","20 545",""
"2013","Italy","Number","From 35 to 44 years","Total","38 008",""
"2013","Italy","Number","From 45 to 54 years","Total","61 033",""
"2013","Italy","Number","From 55 to 64 years","Total","96 582",""
"2013","Cyprus","Number","Total","Total",":",""
"2013","Cyprus","Number","Less than 35 years","Total",":",""
"2013","Cyprus","Number","From 35 to 44 years","Total",":",""
"2013","Cyprus","Number","From 45 to 54 years","Total",":",""
"2013","Cyprus","Number","From 55 to 64 years","Total",":",""
"2013","Latvia","Number","Total","Total","6 423",""
"2013","Latvia","Number","Less than 35 years","Total","749",""
"2013","Latvia","Number","From 35 to 44 years","Total","977",""
"2013","Latvia","Number","From 45 to 54 years","Total","1 904",""
"2013","Latvia","Number","From 55 to 64 years","Total","1 705",""
"2013","Lithuania","Number","Total","Total","13 570",""
"2013","Lithuania","Number","Less than 35 years","Total","2 773","e"
"2013","Lithuania","Number","From 35 to 44 years","Total","2 136","e"
"2013","Lithuania","Number","From 45 to 54 years","Total","3 446","e"
"2013","Lithuania","Number","From 55 to 64 years","Total","3 421","e"
"2013","Luxembourg","Number","Total","Total","1 537",""
"2013","Luxembourg","Number","Less than 35 years","Total","72",""
"2013","Luxembourg","Number","From 35 to 44 years","Total","355",""
"2013","Luxembourg","Number","From 45 to 54 years","Total","532",""
"2013","Luxembourg","Number","From 55 to 64 years","Total","457",""
"2013","Hungary","Number","Total","Total","31 748",""
"2013","Hungary","Number","Less than 35 years","Total","6 074",""
"2013","Hungary","Number","From 35 to 44 years","Total","5 762",""
"2013","Hungary","Number","From 45 to 54 years","Total","7 296",""
"2013","Hungary","Number","From 55 to 64 years","Total","7 804",""
"2013","Malta","Number","Total","Total","1 466",""
"2013","Malta","Number","Less than 35 years","Total","619",""
"2013","Malta","Number","From 35 to 44 years","Total","261",""
"2013","Malta","Number","From 45 to 54 years","Total","364",""
"2013","Malta","Number","From 55 to 64 years","Total","143",""
"2013","Netherlands","Number","Total","Total","55 681",""
"2013","Netherlands","Number","Less than 35 years","Total","15 841",""
"2013","Netherlands","Number","From 35 to 44 years","Total","13 582",""
"2013","Netherlands","Number","From 45 to 54 years","Total","12 461",""
"2013","Netherlands","Number","From 55 to 64 years","Total","11 763",""
"2013","Austria","Number","Total","Total","42 302",""
"2013","Austria","Number","Less than 35 years","Total","7 232",""
"2013","Austria","Number","From 35 to 44 years","Total","10 628",""
"2013","Austria","Number","From 45 to 54 years","Total","12 975",""
"2013","Austria","Number","From 55 to 64 years","Total","8 942",""
"2013","Poland","Number","Total","Total","85 246",""
"2013","Poland","Number","Less than 35 years","Total",":",""
"2013","Poland","Number","From 35 to 44 years","Total",":",""
"2013","Poland","Number","From 45 to 54 years","Total",":",""
"2013","Poland","Number","From 55 to 64 years","Total",":",""
"2013","Portugal","Number","Total","Total","44 555",""
"2013","Portugal","Number","Less than 35 years","Total",":",""
"2013","Portugal","Number","From 35 to 44 years","Total",":",""
"2013","Portugal","Number","From 45 to 54 years","Total",":",""
"2013","Portugal","Number","From 55 to 64 years","Total",":",""
"2013","Romania","Number","Total","Total","52 828",""
"2013","Romania","Number","Less than 35 years","Total","15 353",""
"2013","Romania","Number","From 35 to 44 years","Total","13 152",""
"2013","Romania","Number","From 45 to 54 years","Total","11 883",""
"2013","Romania","Number","From 55 to 64 years","Total","10 954",""
"2013","Slovenia","Number","Total","Total","5 416",""
"2013","Slovenia","Number","Less than 35 years","Total","1 220",""
"2013","Slovenia","Number","From 35 to 44 years","Total","1 391",""
"2013","Slovenia","Number","From 45 to 54 years","Total","1 376",""
"2013","Slovenia","Number","From 55 to 64 years","Total","1 163",""
"2013","Slovakia","Number","Total","Total","18 355",""
"2013","Slovakia","Number","Less than 35 years","Total","3 945",""
"2013","Slovakia","Number","From 35 to 44 years","Total","4 318",""
"2013","Slovakia","Number","From 45 to 54 years","Total","3 528",""
"2013","Slovakia","Number","From 55 to 64 years","Total","4 932",""
"2013","Finland","Number","Total","Total","17 931","e"
"2013","Finland","Number","Less than 35 years","Total","3 571","e"
"2013","Finland","Number","From 35 to 44 years","Total","4 399","e"
"2013","Finland","Number","From 45 to 54 years","Total","5 258","e"
"2013","Finland","Number","From 55 to 64 years","Total","4 703","e"
"2013","Sweden","Number","Total","Total","38 817",""
"2013","Sweden","Number","Less than 35 years","Total","7 223",""
"2013","Sweden","Number","From 35 to 44 years","Total","10 037",""
"2013","Sweden","Number","From 45 to 54 years","Total","8 220",""
"2013","Sweden","Number","From 55 to 64 years","Total","9 058",""
"2013","Iceland","Number","Total","Total","1 168",""
"2013","Iceland","Number","Less than 35 years","Total","187",""
"2013","Iceland","Number","From 35 to 44 years","Total","189",""
"2013","Iceland","Number","From 45 to 54 years","Total","312",""
"2013","Iceland","Number","From 55 to 64 years","Total","334",""
"2013","Liechtenstein","Number","Total","Total","120",""
"2013","Liechtenstein","Number","Less than 35 years","Total","2",""
"2013","Liechtenstein","Number","From 35 to 44 years","Total","28",""
"2013","Liechtenstein","Number","From 45 to 54 years","Total","41",""
"2013","Liechtenstein","Number","From 55 to 64 years","Total","33",""
"2013","Norway","Number","Total","Total","21 874",""
"2013","Norway","Number","Less than 35 years","Total","5 753",""
"2013","Norway","Number","From 35 to 44 years","Total","5 964",""
"2013","Norway","Number","From 45 to 54 years","Total","4 302",""
"2013","Norway","Number","From 55 to 64 years","Total","4 070",""
"2013","Switzerland","Number","Total","Total","32 681",""
"2013","Switzerland","Number","Less than 35 years","Total","3 749",""
"2013","Switzerland","Number","From 35 to 44 years","Total","8 707",""
"2013","Switzerland","Number","From 45 to 54 years","Total","9 461",""
"2013","Switzerland","Number","From 55 to 64 years","Total","8 105",""
"2013","United Kingdom","Number","Total","Total","172 792",""
"2013","United Kingdom","Number","Less than 35 years","Total","57 455",""
"2013","United Kingdom","Number","From 35 to 44 years","Total","51 666",""
"2013","United Kingdom","Number","From 45 to 54 years","Total","40 496",""
"2013","United Kingdom","Number","From 55 to 64 years","Total","19 679",""
"2013","Montenegro","Number","Total","Total","1 348",""
"2013","Montenegro","Number","Less than 35 years","Total","243",""
"2013","Montenegro","Number","From 35 to 44 years","Total","425",""
"2013","Montenegro","Number","From 45 to 54 years","Total","429",""
"2013","Montenegro","Number","From 55 to 64 years","Total","251","d"
"2013","North Macedonia","Number","Total","Total","5 804",""
"2013","North Macedonia","Number","Less than 35 years","Total","1 060",""
"2013","North Macedonia","Number","From 35 to 44 years","Total","1 323",""
"2013","North Macedonia","Number","From 45 to 54 years","Total","1 680",""
"2013","North Macedonia","Number","From 55 to 64 years","Total","1 741",""
"2013","Serbia","Number","Total","Total","22 248",""
"2013","Serbia","Number","Less than 35 years","Total","3 231",""
"2013","Serbia","Number","From 35 to 44 years","Total","6 442",""
"2013","Serbia","Number","From 45 to 54 years","Total","7 229",""
"2013","Serbia","Number","From 55 to 64 years","Total","5 216",""
"2013","Turkey","Number","Total","Total","133 775",""
"2013","Turkey","Number","Less than 35 years","Total","42 233","e"
"2013","Turkey","Number","From 35 to 44 years","Total","40 910","e"
"2013","Turkey","Number","From 45 to 54 years","Total","29 170","e"
"2013","Turkey","Number","From 55 to 64 years","Total","11 832","e"
"2014","European Union - 27 countries (from 2020)","Number","Total","Total","1 599 619","e"
"2014","European Union - 27 countries (from 2020)","Number","Less than 35 years","Total",":",""
"2014","European Union - 27 countries (from 2020)","Number","From 35 to 44 years","Total",":",""
"2014","European Union - 27 countries (from 2020)","Number","From 45 to 54 years","Total",":",""
"2014","European Union - 27 countries (from 2020)","Number","From 55 to 64 years","Total",":",""
"2014","European Union - 28 countries (2013-2020)","Number","Total","Total","1 775 754","e"
"2014","European Union - 28 countries (2013-2020)","Number","Less than 35 years","Total",":",""
"2014","European Union - 28 countries (2013-2020)","Number","From 35 to 44 years","Total",":",""
"2014","European Union - 28 countries (2013-2020)","Number","From 45 to 54 years","Total",":",""
"2014","European Union - 28 countries (2013-2020)","Number","From 55 to 64 years","Total",":",""
"2014","Belgium","Number","Total","Total","33 353",""
"2014","Belgium","Number","Less than 35 years","Total","2 615",""
"2014","Belgium","Number","From 35 to 44 years","Total","7 878",""
"2014","Belgium","Number","From 45 to 54 years","Total","8 180",""
"2014","Belgium","Number","From 55 to 64 years","Total","9 487",""
"2014","Bulgaria","Number","Total","Total","28 801",""
"2014","Bulgaria","Number","Less than 35 years","Total","2 351",""
"2014","Bulgaria","Number","From 35 to 44 years","Total","4 005",""
"2014","Bulgaria","Number","From 45 to 54 years","Total","10 294",""
"2014","Bulgaria","Number","From 55 to 64 years","Total","8 598",""
"2014","Czechia","Number","Total","Total",":",""
"2014","Czechia","Number","Less than 35 years","Total",":",""
"2014","Czechia","Number","From 35 to 44 years","Total",":",""
"2014","Czechia","Number","From 45 to 54 years","Total",":",""
"2014","Czechia","Number","From 55 to 64 years","Total",":",""
"2014","Denmark","Number","Total","Total","21 882",""
"2014","Denmark","Number","Less than 35 years","Total","4 118",""
"2014","Denmark","Number","From 35 to 44 years","Total","6 034",""
"2014","Denmark","Number","From 45 to 54 years","Total","4 457",""
"2014","Denmark","Number","From 55 to 64 years","Total","5 081",""
"2014","Germany (until 1990 former territory of the FRG)","Number","Total","Total","332 695",""
"2014","Germany (until 1990 former territory of the FRG)","Number","Less than 35 years","Total","64 989",""
"2014","Germany (until 1990 former territory of the FRG)","Number","From 35 to 44 years","Total","40 315",""
"2014","Germany (until 1990 former territory of the FRG)","Number","From 45 to 54 years","Total","83 991",""
"2014","Germany (until 1990 former territory of the FRG)","Number","From 55 to 64 years","Total","128 499",""
"2014","Estonia","Number","Total","Total","4 418",""
"2014","Estonia","Number","Less than 35 years","Total","782",""
"2014","Estonia","Number","From 35 to 44 years","Total","632",""
"2014","Estonia","Number","From 45 to 54 years","Total","1 070",""
"2014","Estonia","Number","From 55 to 64 years","Total","1 180",""
"2014","Ireland","Number","Total","Total","14 029","b"
"2014","Ireland","Number","Less than 35 years","Total","3 565","b"
"2014","Ireland","Number","From 35 to 44 years","Total","4 063","b"
"2014","Ireland","Number","From 45 to 54 years","Total","3 283","b"
"2014","Ireland","Number","From 55 to 64 years","Total","2 238","b"
"2014","Greece","Number","Total","Total","63 906",""
"2014","Greece","Number","Less than 35 years","Total","9 586",""
"2014","Greece","Number","From 35 to 44 years","Total","22 159",""
"2014","Greece","Number","From 45 to 54 years","Total","14 793",""
"2014","Greece","Number","From 55 to 64 years","Total","12 902",""
"2014","Spain","Number","Total","Total","176 665",""
"2014","Spain","Number","Less than 35 years","Total","34 833",""
"2014","Spain","Number","From 35 to 44 years","Total","45 166",""
"2014","Spain","Number","From 45 to 54 years","Total","47 300",""
"2014","Spain","Number","From 55 to 64 years","Total","43 200",""
"2014","France","Number","Total","Total","206 159",""
"2014","France","Number","Less than 35 years","Total","22 338",""
"2014","France","Number","From 35 to 44 years","Total","38 500",""
"2014","France","Number","From 45 to 54 years","Total","52 448",""
"2014","France","Number","From 55 to 64 years","Total","71 403",""
"2014","Croatia","Number","Total","Total","13 302",""
"2014","Croatia","Number","Less than 35 years","Total","2 837",""
"2014","Croatia","Number","From 35 to 44 years","Total","3 020",""
"2014","Croatia","Number","From 45 to 54 years","Total","3 394",""
"2014","Croatia","Number","From 55 to 64 years","Total","3 453",""
"2014","Italy","Number","Total","Total","235 889",""
"2014","Italy","Number","Less than 35 years","Total","19 918",""
"2014","Italy","Number","From 35 to 44 years","Total","38 584",""
"2014","Italy","Number","From 45 to 54 years","Total","55 725",""
"2014","Italy","Number","From 55 to 64 years","Total","99 546",""
"2014","Cyprus","Number","Total","Total","2 880",""
"2014","Cyprus","Number","Less than 35 years","Total","313",""
"2014","Cyprus","Number","From 35 to 44 years","Total","654",""
"2014","Cyprus","Number","From 45 to 54 years","Total","690",""
"2014","Cyprus","Number","From 55 to 64 years","Total","830",""
"2014","Latvia","Number","Total","Total","6 412",""
"2014","Latvia","Number","Less than 35 years","Total","835",""
"2014","Latvia","Number","From 35 to 44 years","Total","906",""
"2014","Latvia","Number","From 45 to 54 years","Total","1 785",""
"2014","Latvia","Number","From 55 to 64 years","Total","1 797",""
"2014","Lithuania","Number","Total","Total","13 510",""
"2014","Lithuania","Number","Less than 35 years","Total","2 962","e"
"2014","Lithuania","Number","From 35 to 44 years","Total","2 068","e"
"2014","Lithuania","Number","From 45 to 54 years","Total","3 198","e"
"2014","Lithuania","Number","From 55 to 64 years","Total","3 464","e"
"2014","Luxembourg","Number","Total","Total","1 603",""
"2014","Luxembourg","Number","Less than 35 years","Total","71",""
"2014","Luxembourg","Number","From 35 to 44 years","Total","365",""
"2014","Luxembourg","Number","From 45 to 54 years","Total","534",""
"2014","Luxembourg","Number","From 55 to 64 years","Total","491",""
"2014","Hungary","Number","Total","Total","32 791",""
"2014","Hungary","Number","Less than 35 years","Total","5 674",""
"2014","Hungary","Number","From 35 to 44 years","Total","5 698",""
"2014","Hungary","Number","From 45 to 54 years","Total","7 101",""
"2014","Hungary","Number","From 55 to 64 years","Total","8 232",""
"2014","Malta","Number","Total","Total","1 566",""
"2014","Malta","Number","Less than 35 years","Total","667",""
"2014","Malta","Number","From 35 to 44 years","Total","283",""
"2014","Malta","Number","From 45 to 54 years","Total","353",""
"2014","Malta","Number","From 55 to 64 years","Total","175",""
"2014","Netherlands","Number","Total","Total","57 762","b"
"2014","Netherlands","Number","Less than 35 years","Total","16 729","b"
"2014","Netherlands","Number","From 35 to 44 years","Total","14 077","b"
"2014","Netherlands","Number","From 45 to 54 years","Total","12 348","b"
"2014","Netherlands","Number","From 55 to 64 years","Total","12 274","b"
"2014","Austria","Number","Total","Total","43 126",""
"2014","Austria","Number","Less than 35 years","Total","6 716",""
"2014","Austria","Number","From 35 to 44 years","Total","11 067",""
"2014","Austria","Number","From 45 to 54 years","Total","12 103",""
"2014","Austria","Number","From 55 to 64 years","Total","10 261",""
"2014","Poland","Number","Total","Total","87 687",""
"2014","Poland","Number","Less than 35 years","Total",":",""
"2014","Poland","Number","From 35 to 44 years","Total",":",""
"2014","Poland","Number","From 45 to 54 years","Total",":",""
"2014","Poland","Number","From 55 to 64 years","Total",":",""
"2014","Portugal","Number","Total","Total","46 036",""
"2014","Portugal","Number","Less than 35 years","Total",":",""
"2014","Portugal","Number","From 35 to 44 years","Total",":",""
"2014","Portugal","Number","From 45 to 54 years","Total",":",""
"2014","Portugal","Number","From 55 to 64 years","Total",":",""
"2014","Romania","Number","Total","Total","53 720",""
"2014","Romania","Number","Less than 35 years","Total","15 721",""
"2014","Romania","Number","From 35 to 44 years","Total","13 193",""
"2014","Romania","Number","From 45 to 54 years","Total","11 887",""
"2014","Romania","Number","From 55 to 64 years","Total","11 133",""
"2014","Slovenia","Number","Total","Total","5 712",""
"2014","Slovenia","Number","Less than 35 years","Total","1 342",""
"2014","Slovenia","Number","From 35 to 44 years","Total","1 476",""
"2014","Slovenia","Number","From 45 to 54 years","Total","1 379",""
"2014","Slovenia","Number","From 55 to 64 years","Total","1 216",""
"2014","Slovakia","Number","Total","Total","18 574",""
"2014","Slovakia","Number","Less than 35 years","Total","4 026",""
"2014","Slovakia","Number","From 35 to 44 years","Total","4 268",""
"2014","Slovakia","Number","From 45 to 54 years","Total","3 609",""
"2014","Slovakia","Number","From 55 to 64 years","Total","4 883",""
"2014","Finland","Number","Total","Total","18 526","e"
"2014","Finland","Number","Less than 35 years","Total","3 903","e"
"2014","Finland","Number","From 35 to 44 years","Total","4 510","e"
"2014","Finland","Number","From 45 to 54 years","Total","5 308","e"
"2014","Finland","Number","From 55 to 64 years","Total","4 805","e"
"2014","Sweden","Number","Total","Total","39 839",""
"2014","Sweden","Number","Less than 35 years","Total","7 571",""
"2014","Sweden","Number","From 35 to 44 years","Total","10 477",""
"2014","Sweden","Number","From 45 to 54 years","Total","8 343",""
"2014","Sweden","Number","From 55 to 64 years","Total","8 759",""
"2014","Iceland","Number","Total","Total","1 193",""
"2014","Iceland","Number","Less than 35 years","Total","195",""
"2014","Iceland","Number","From 35 to 44 years","Total","189",""
"2014","Iceland","Number","From 45 to 54 years","Total","303",""
"2014","Iceland","Number","From 55 to 64 years","Total","345",""
"2014","Liechtenstein","Number","Total","Total","119",""
"2014","Liechtenstein","Number","Less than 35 years","Total","2",""
"2014","Liechtenstein","Number","From 35 to 44 years","Total","27",""
"2014","Liechtenstein","Number","From 45 to 54 years","Total","43",""
"2014","Liechtenstein","Number","From 55 to 64 years","Total","34",""
"2014","Norway","Number","Total","Total","22 754",""
"2014","Norway","Number","Less than 35 years","Total","5 912",""
"2014","Norway","Number","From 35 to 44 years","Total","6 400",""
"2014","Norway","Number","From 45 to 54 years","Total","4 452",""
"2014","Norway","Number","From 55 to 64 years","Total","4 095",""
"2014","Switzerland","Number","Total","Total","33 785",""
"2014","Switzerland","Number","Less than 35 years","Total","4 142",""
"2014","Switzerland","Number","From 35 to 44 years","Total","8 821",""
"2014","Switzerland","Number","From 45 to 54 years","Total","9 576",""
"2014","Switzerland","Number","From 55 to 64 years","Total","8 298",""
"2014","United Kingdom","Number","Total","Total","176 135",""
