"TIME","GEO","UNIT","AGE","SEX","Value","Flag and Footnotes"
"2017","France","Number","From 45 to 54 years","Total","46 167",""
"2017","France","Number","From 55 to 64 years","Total","67 536",""
"2017","Croatia","Number","Total","Total","13 885",""
"2017","Croatia","Number","Less than 35 years","Total","3 482",""
"2017","Croatia","Number","From 35 to 44 years","Total","3 112",""
"2017","Croatia","Number","From 45 to 54 years","Total","3 216",""
"2017","Croatia","Number","From 55 to 64 years","Total","3 594",""
"2017","Italy","Number","Total","Total","241 512",""
"2017","Italy","Number","Less than 35 years","Total","20 652",""
"2017","Italy","Number","From 35 to 44 years","Total","41 789",""
"2017","Italy","Number","From 45 to 54 years","Total","46 123",""
"2017","Italy","Number","From 55 to 64 years","Total","95 419",""
"2017","Cyprus","Number","Total","Total","3 325",""
"2017","Cyprus","Number","Less than 35 years","Total","327",""
"2017","Cyprus","Number","From 35 to 44 years","Total","804",""
"2017","Cyprus","Number","From 45 to 54 years","Total","705",""
"2017","Cyprus","Number","From 55 to 64 years","Total","892",""
"2017","Latvia","Number","Total","Total","6 225",""
"2017","Latvia","Number","Less than 35 years","Total","1 079",""
"2017","Latvia","Number","From 35 to 44 years","Total","687",""
"2017","Latvia","Number","From 45 to 54 years","Total","1 495",""
"2017","Latvia","Number","From 55 to 64 years","Total","1 870",""
"2017","Lithuania","Number","Total","Total","13 731",""
"2017","Lithuania","Number","Less than 35 years","Total","3 421","e"
"2017","Lithuania","Number","From 35 to 44 years","Total","2 051","e"
"2017","Lithuania","Number","From 45 to 54 years","Total","2 879","e"
"2017","Lithuania","Number","From 55 to 64 years","Total","3 399","e"
"2017","Luxembourg","Number","Total","Total","1 781",""
"2017","Luxembourg","Number","Less than 35 years","Total","85",""
"2017","Luxembourg","Number","From 35 to 44 years","Total","414",""
"2017","Luxembourg","Number","From 45 to 54 years","Total","509",""
"2017","Luxembourg","Number","From 55 to 64 years","Total","559",""
"2017","Hungary","Number","Total","Total","32 543",""
"2017","Hungary","Number","Less than 35 years","Total","6 628",""
"2017","Hungary","Number","From 35 to 44 years","Total","5 518",""
"2017","Hungary","Number","From 45 to 54 years","Total","6 296",""
"2017","Hungary","Number","From 55 to 64 years","Total","7 961",""
"2017","Malta","Number","Total","Total","1 855",""
"2017","Malta","Number","Less than 35 years","Total","813",""
"2017","Malta","Number","From 35 to 44 years","Total","360",""
"2017","Malta","Number","From 45 to 54 years","Total","297",""
"2017","Malta","Number","From 55 to 64 years","Total","292",""
"2017","Netherlands","Number","Total","Total","61 730",""
"2017","Netherlands","Number","Less than 35 years","Total","19 013",""
"2017","Netherlands","Number","From 35 to 44 years","Total","14 968",""
"2017","Netherlands","Number","From 45 to 54 years","Total","12 200",""
"2017","Netherlands","Number","From 55 to 64 years","Total","12 401",""
"2017","Austria","Number","Total","Total","45 596",""
"2017","Austria","Number","Less than 35 years","Total","8 610",""
"2017","Austria","Number","From 35 to 44 years","Total","12 098",""
"2017","Austria","Number","From 45 to 54 years","Total","11 337",""
"2017","Austria","Number","From 55 to 64 years","Total","11 000",""
"2017","Poland","Number","Total","Total","90 284",""
"2017","Poland","Number","Less than 35 years","Total",":",""
"2017","Poland","Number","From 35 to 44 years","Total",":",""
"2017","Poland","Number","From 45 to 54 years","Total",":",""
"2017","Poland","Number","From 55 to 64 years","Total",":",""
"2017","Portugal","Number","Total","Total","51 241",""
"2017","Portugal","Number","Less than 35 years","Total",":",""
"2017","Portugal","Number","From 35 to 44 years","Total",":",""
"2017","Portugal","Number","From 45 to 54 years","Total",":",""
"2017","Portugal","Number","From 55 to 64 years","Total",":",""
"2017","Romania","Number","Total","Total","57 329",""
"2017","Romania","Number","Less than 35 years","Total","17 423",""
"2017","Romania","Number","From 35 to 44 years","Total","14 133",""
"2017","Romania","Number","From 45 to 54 years","Total","12 312",""
"2017","Romania","Number","From 55 to 64 years","Total","10 866",""
"2017","Slovenia","Number","Total","Total","6 408",""
"2017","Slovenia","Number","Less than 35 years","Total","1 573",""
"2017","Slovenia","Number","From 35 to 44 years","Total","1 604",""
"2017","Slovenia","Number","From 45 to 54 years","Total","1 339",""
"2017","Slovenia","Number","From 55 to 64 years","Total","1 450",""
"2017","Slovakia","Number","Total","Total","18 608",""
"2017","Slovakia","Number","Less than 35 years","Total","4 260",""
"2017","Slovakia","Number","From 35 to 44 years","Total","3 654",""
"2017","Slovakia","Number","From 45 to 54 years","Total","3 988",""
"2017","Slovakia","Number","From 55 to 64 years","Total","4 339",""
"2017","Finland","Number","Total","Total",":",""
"2017","Finland","Number","Less than 35 years","Total",":",""
"2017","Finland","Number","From 35 to 44 years","Total",":",""
"2017","Finland","Number","From 45 to 54 years","Total",":",""
"2017","Finland","Number","From 55 to 64 years","Total",":",""
"2017","Sweden","Number","Total","Total","42 898",""
"2017","Sweden","Number","Less than 35 years","Total","7 441",""
"2017","Sweden","Number","From 35 to 44 years","Total","11 636",""
"2017","Sweden","Number","From 45 to 54 years","Total","9 004",""
"2017","Sweden","Number","From 55 to 64 years","Total","8 440",""
"2017","Iceland","Number","Total","Total","1 330",""
"2017","Iceland","Number","Less than 35 years","Total","229",""
"2017","Iceland","Number","From 35 to 44 years","Total","237",""
"2017","Iceland","Number","From 45 to 54 years","Total","293",""
"2017","Iceland","Number","From 55 to 64 years","Total","364",""
"2017","Liechtenstein","Number","Total","Total","138",""
"2017","Liechtenstein","Number","Less than 35 years","Total","11",""
"2017","Liechtenstein","Number","From 35 to 44 years","Total","28",""
"2017","Liechtenstein","Number","From 45 to 54 years","Total","42",""
"2017","Liechtenstein","Number","From 55 to 64 years","Total","40",""
"2017","Norway","Number","Total","Total","24 583",""
"2017","Norway","Number","Less than 35 years","Total","6 445",""
"2017","Norway","Number","From 35 to 44 years","Total","7 292",""
"2017","Norway","Number","From 45 to 54 years","Total","4 694",""
"2017","Norway","Number","From 55 to 64 years","Total","4 058",""
"2017","Switzerland","Number","Total","Total","36 324",""
"2017","Switzerland","Number","Less than 35 years","Total","4 584",""
"2017","Switzerland","Number","From 35 to 44 years","Total","8 886",""
"2017","Switzerland","Number","From 45 to 54 years","Total","9 955",""
"2017","Switzerland","Number","From 55 to 64 years","Total","9 132",""
"2017","United Kingdom","Number","Total","Total","184 384",""
"2017","United Kingdom","Number","Less than 35 years","Total","60 009",""
"2017","United Kingdom","Number","From 35 to 44 years","Total","53 821",""
"2017","United Kingdom","Number","From 45 to 54 years","Total","42 732",""
"2017","United Kingdom","Number","From 55 to 64 years","Total","21 962",""
"2017","Montenegro","Number","Total","Total","1 659",""
"2017","Montenegro","Number","Less than 35 years","Total","398",""
"2017","Montenegro","Number","From 35 to 44 years","Total","498",""
"2017","Montenegro","Number","From 45 to 54 years","Total","357",""
"2017","Montenegro","Number","From 55 to 64 years","Total","406","d"
"2017","North Macedonia","Number","Total","Total","6 219",""
"2017","North Macedonia","Number","Less than 35 years","Total","1 216",""
"2017","North Macedonia","Number","From 35 to 44 years","Total","1 571",""
"2017","North Macedonia","Number","From 45 to 54 years","Total","1 302",""
"2017","North Macedonia","Number","From 55 to 64 years","Total","2 130",""
"2017","Serbia","Number","Total","Total","20 773",""
"2017","Serbia","Number","Less than 35 years","Total","2 640",""
"2017","Serbia","Number","From 35 to 44 years","Total","6 196",""
"2017","Serbia","Number","From 45 to 54 years","Total","5 865",""
"2017","Serbia","Number","From 55 to 64 years","Total","5 992",""
"2017","Turkey","Number","Total","Total","149 997",""
"2017","Turkey","Number","Less than 35 years","Total","46 847","e"
"2017","Turkey","Number","From 35 to 44 years","Total","41 197","e"
"2017","Turkey","Number","From 45 to 54 years","Total","35 049","e"
"2017","Turkey","Number","From 55 to 64 years","Total","14 890","e"
"2018","European Union - 27 countries (from 2020)","Number","Total","Total","1 689 621","e"
"2018","European Union - 27 countries (from 2020)","Number","Less than 35 years","Total",":",""
"2018","European Union - 27 countries (from 2020)","Number","From 35 to 44 years","Total",":",""
"2018","European Union - 27 countries (from 2020)","Number","From 45 to 54 years","Total",":",""
"2018","European Union - 27 countries (from 2020)","Number","From 55 to 64 years","Total",":",""
"2018","European Union - 28 countries (2013-2020)","Number","Total","Total","1 878 404","e"
"2018","European Union - 28 countries (2013-2020)","Number","Less than 35 years","Total",":",""
"2018","European Union - 28 countries (2013-2020)","Number","From 35 to 44 years","Total",":",""
"2018","European Union - 28 countries (2013-2020)","Number","From 45 to 54 years","Total",":",""
"2018","European Union - 28 countries (2013-2020)","Number","From 55 to 64 years","Total",":",""
"2018","Belgium","Number","Total","Total","35 762",""
"2018","Belgium","Number","Less than 35 years","Total","4 111",""
"2018","Belgium","Number","From 35 to 44 years","Total","7 618",""
"2018","Belgium","Number","From 45 to 54 years","Total","8 195",""
"2018","Belgium","Number","From 55 to 64 years","Total","9 109",""
"2018","Bulgaria","Number","Total","Total","29 625","b"
"2018","Bulgaria","Number","Less than 35 years","Total","3 936","b"
"2018","Bulgaria","Number","From 35 to 44 years","Total","2 926","b"
"2018","Bulgaria","Number","From 45 to 54 years","Total","7 642","b"
"2018","Bulgaria","Number","From 55 to 64 years","Total","10 249","b"
"2018","Czechia","Number","Total","Total","42 919","be"
"2018","Czechia","Number","Less than 35 years","Total","9 675","be"
"2018","Czechia","Number","From 35 to 44 years","Total","9 479","be"
"2018","Czechia","Number","From 45 to 54 years","Total","9 488","be"
"2018","Czechia","Number","From 55 to 64 years","Total","8 103","be"
"2018","Denmark","Number","Total","Total","24 301",""
"2018","Denmark","Number","Less than 35 years","Total","5 514",""
"2018","Denmark","Number","From 35 to 44 years","Total","6 765",""
"2018","Denmark","Number","From 45 to 54 years","Total","4 670",""
"2018","Denmark","Number","From 55 to 64 years","Total","4 801",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","Total","357 401",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Less than 35 years","Total","71 792",""
"2018","Germany (until 1990 former territory of the FRG)","Number","From 35 to 44 years","Total","45 013",""
"2018","Germany (until 1990 former territory of the FRG)","Number","From 45 to 54 years","Total","80 045",""
"2018","Germany (until 1990 former territory of the FRG)","Number","From 55 to 64 years","Total","137 536",""
"2018","Estonia","Number","Total","Total","4 605",""
"2018","Estonia","Number","Less than 35 years","Total","954",""
"2018","Estonia","Number","From 35 to 44 years","Total","633",""
"2018","Estonia","Number","From 45 to 54 years","Total","899",""
"2018","Estonia","Number","From 55 to 64 years","Total","1 214",""
"2018","Ireland","Number","Total","Total","15 962",""
"2018","Ireland","Number","Less than 35 years","Total","4 350",""
"2018","Ireland","Number","From 35 to 44 years","Total","4 000",""
"2018","Ireland","Number","From 45 to 54 years","Total","3 755",""
"2018","Ireland","Number","From 55 to 64 years","Total","2 595",""
"2018","Greece","Number","Total","Total","65 513",""
"2018","Greece","Number","Less than 35 years","Total","10 630",""
"2018","Greece","Number","From 35 to 44 years","Total","17 778",""
"2018","Greece","Number","From 45 to 54 years","Total","17 945",""
"2018","Greece","Number","From 55 to 64 years","Total","13 912",""
"2018","Spain","Number","Total","Total","188 166",""
"2018","Spain","Number","Less than 35 years","Total","40 133",""
"2018","Spain","Number","From 35 to 44 years","Total","45 200",""
"2018","Spain","Number","From 45 to 54 years","Total","39 967",""
"2018","Spain","Number","From 55 to 64 years","Total","53 100",""
"2018","France","Number","Total","Total","212 337",""
"2018","France","Number","Less than 35 years","Total","31 223",""
"2018","France","Number","From 35 to 44 years","Total","41 963",""
"2018","France","Number","From 45 to 54 years","Total","44 347",""
"2018","France","Number","From 55 to 64 years","Total","65 566",""
"2018","Croatia","Number","Total","Total","14 075",""
"2018","Croatia","Number","Less than 35 years","Total","3 710",""
"2018","Croatia","Number","From 35 to 44 years","Total","3 104",""
"2018","Croatia","Number","From 45 to 54 years","Total","3 168",""
"2018","Croatia","Number","From 55 to 64 years","Total","3 633",""
"2018","Italy","Number","Total","Total","240 301",""
"2018","Italy","Number","Less than 35 years","Total","20 708",""
"2018","Italy","Number","From 35 to 44 years","Total","41 420",""
"2018","Italy","Number","From 45 to 54 years","Total","44 142",""
"2018","Italy","Number","From 55 to 64 years","Total","90 636",""
"2018","Cyprus","Number","Total","Total","3 544",""
"2018","Cyprus","Number","Less than 35 years","Total","353",""
"2018","Cyprus","Number","From 35 to 44 years","Total","861",""
"2018","Cyprus","Number","From 45 to 54 years","Total","746",""
"2018","Cyprus","Number","From 55 to 64 years","Total","905",""
"2018","Latvia","Number","Total","Total","6 367",""
"2018","Latvia","Number","Less than 35 years","Total","1 306",""
"2018","Latvia","Number","From 35 to 44 years","Total","653",""
"2018","Latvia","Number","From 45 to 54 years","Total","1 397",""
"2018","Latvia","Number","From 55 to 64 years","Total","1 901",""
"2018","Lithuania","Number","Total","Total","12 881","b"
"2018","Lithuania","Number","Less than 35 years","Total","3 009","be"
"2018","Lithuania","Number","From 35 to 44 years","Total","1 895","be"
"2018","Lithuania","Number","From 45 to 54 years","Total","2 489","be"
"2018","Lithuania","Number","From 55 to 64 years","Total","3 330","be"
"2018","Luxembourg","Number","Total","Total",":",""
"2018","Luxembourg","Number","Less than 35 years","Total",":",""
"2018","Luxembourg","Number","From 35 to 44 years","Total",":",""
"2018","Luxembourg","Number","From 45 to 54 years","Total",":",""
"2018","Luxembourg","Number","From 55 to 64 years","Total",":",""
"2018","Hungary","Number","Total","Total","33 078",""
"2018","Hungary","Number","Less than 35 years","Total","6 976",""
"2018","Hungary","Number","From 35 to 44 years","Total","5 467",""
"2018","Hungary","Number","From 45 to 54 years","Total","6 051",""
"2018","Hungary","Number","From 55 to 64 years","Total","7 845",""
"2018","Malta","Number","Total","Total","1 925",""
"2018","Malta","Number","Less than 35 years","Total","839",""
"2018","Malta","Number","From 35 to 44 years","Total","382",""
"2018","Malta","Number","From 45 to 54 years","Total","280",""
"2018","Malta","Number","From 55 to 64 years","Total","325",""
"2018","Netherlands","Number","Total","Total","63 233",""
"2018","Netherlands","Number","Less than 35 years","Total","20 087",""
"2018","Netherlands","Number","From 35 to 44 years","Total","15 293",""
"2018","Netherlands","Number","From 45 to 54 years","Total","12 145",""
"2018","Netherlands","Number","From 55 to 64 years","Total","12 188",""
"2018","Austria","Number","Total","Total","46 337",""
"2018","Austria","Number","Less than 35 years","Total","8 670",""
"2018","Austria","Number","From 35 to 44 years","Total","12 255",""
"2018","Austria","Number","From 45 to 54 years","Total","10 831",""
"2018","Austria","Number","From 55 to 64 years","Total","11 772",""
"2018","Poland","Number","Total","Total",":",""
"2018","Poland","Number","Less than 35 years","Total",":",""
"2018","Poland","Number","From 35 to 44 years","Total",":",""
"2018","Poland","Number","From 45 to 54 years","Total",":",""
"2018","Poland","Number","From 55 to 64 years","Total",":",""
"2018","Portugal","Number","Total","Total","52 966",""
"2018","Portugal","Number","Less than 35 years","Total",":",""
"2018","Portugal","Number","From 35 to 44 years","Total",":",""
"2018","Portugal","Number","From 45 to 54 years","Total",":",""
"2018","Portugal","Number","From 55 to 64 years","Total",":",""
"2018","Romania","Number","Total","Total","59 333",""
"2018","Romania","Number","Less than 35 years","Total","18 572",""
"2018","Romania","Number","From 35 to 44 years","Total","14 314",""
"2018","Romania","Number","From 45 to 54 years","Total","12 535",""
"2018","Romania","Number","From 55 to 64 years","Total","10 718",""
"2018","Slovenia","Number","Total","Total","6 591",""
"2018","Slovenia","Number","Less than 35 years","Total","1 626",""
"2018","Slovenia","Number","From 35 to 44 years","Total","1 689",""
"2018","Slovenia","Number","From 45 to 54 years","Total","1 338",""
"2018","Slovenia","Number","From 55 to 64 years","Total","1 441",""
"2018","Slovakia","Number","Total","Total","19 178",""
"2018","Slovakia","Number","Less than 35 years","Total","4 343",""
"2018","Slovakia","Number","From 35 to 44 years","Total","3 718",""
"2018","Slovakia","Number","From 45 to 54 years","Total","4 369",""
"2018","Slovakia","Number","From 55 to 64 years","Total","4 028",""
"2018","Finland","Number","Total","Total",":",""
"2018","Finland","Number","Less than 35 years","Total",":",""
"2018","Finland","Number","From 35 to 44 years","Total",":",""
"2018","Finland","Number","From 45 to 54 years","Total",":",""
"2018","Finland","Number","From 55 to 64 years","Total",":",""
"2018","Sweden","Number","Total","Total",":",""
"2018","Sweden","Number","Less than 35 years","Total",":",""
"2018","Sweden","Number","From 35 to 44 years","Total",":",""
"2018","Sweden","Number","From 45 to 54 years","Total",":",""
"2018","Sweden","Number","From 55 to 64 years","Total",":",""
"2018","Iceland","Number","Total","Total","1 373",""
"2018","Iceland","Number","Less than 35 years","Total","249",""
"2018","Iceland","Number","From 35 to 44 years","Total","247",""
"2018","Iceland","Number","From 45 to 54 years","Total","313",""
"2018","Iceland","Number","From 55 to 64 years","Total","347",""
"2018","Liechtenstein","Number","Total","Total","135",""
"2018","Liechtenstein","Number","Less than 35 years","Total","9",""
"2018","Liechtenstein","Number","From 35 to 44 years","Total","26",""
"2018","Liechtenstein","Number","From 45 to 54 years","Total","42",""
"2018","Liechtenstein","Number","From 55 to 64 years","Total","40",""
"2018","Norway","Number","Total","Total","25 538",""
"2018","Norway","Number","Less than 35 years","Total","6 672",""
"2018","Norway","Number","From 35 to 44 years","Total","7 590",""
"2018","Norway","Number","From 45 to 54 years","Total","4 966",""
"2018","Norway","Number","From 55 to 64 years","Total","4 037",""
"2018","Switzerland","Number","Total","Total","36 940",""
"2018","Switzerland","Number","Less than 35 years","Total","4 621",""
"2018","Switzerland","Number","From 35 to 44 years","Total","8 961",""
"2018","Switzerland","Number","From 45 to 54 years","Total","9 961",""
"2018","Switzerland","Number","From 55 to 64 years","Total","9 357",""
"2018","United Kingdom","Number","Total","Total","188 783","e"
"2018","United Kingdom","Number","Less than 35 years","Total","61 415","e"
"2018","United Kingdom","Number","From 35 to 44 years","Total","55 110","e"
"2018","United Kingdom","Number","From 45 to 54 years","Total","44 513","e"
"2018","United Kingdom","Number","From 55 to 64 years","Total","23 743","e"
"2018","Montenegro","Number","Total","Total","1 730",""
"2018","Montenegro","Number","Less than 35 years","Total","386",""
"2018","Montenegro","Number","From 35 to 44 years","Total","550",""
"2018","Montenegro","Number","From 45 to 54 years","Total","342",""
"2018","Montenegro","Number","From 55 to 64 years","Total","452","d"
"2018","North Macedonia","Number","Total","Total",":",""
"2018","North Macedonia","Number","Less than 35 years","Total",":",""
"2018","North Macedonia","Number","From 35 to 44 years","Total",":",""
"2018","North Macedonia","Number","From 45 to 54 years","Total",":",""
"2018","North Macedonia","Number","From 55 to 64 years","Total",":",""
"2018","Serbia","Number","Total","Total","20 824",""
"2018","Serbia","Number","Less than 35 years","Total","2 864",""
"2018","Serbia","Number","From 35 to 44 years","Total","5 867",""
"2018","Serbia","Number","From 45 to 54 years","Total","5 784",""
"2018","Serbia","Number","From 55 to 64 years","Total","6 197",""
"2018","Turkey","Number","Total","Total","153 128","be"
"2018","Turkey","Number","Less than 35 years","Total","47 825","be"
"2018","Turkey","Number","From 35 to 44 years","Total","42 057","be"
"2018","Turkey","Number","From 45 to 54 years","Total","35 780","be"
"2018","Turkey","Number","From 55 to 64 years","Total","15 201","be"
"2019","European Union - 27 countries (from 2020)","Number","Total","Total",":",""
"2019","European Union - 27 countries (from 2020)","Number","Less than 35 years","Total",":",""
"2019","European Union - 27 countries (from 2020)","Number","From 35 to 44 years","Total",":",""
"2019","European Union - 27 countries (from 2020)","Number","From 45 to 54 years","Total",":",""
"2019","European Union - 27 countries (from 2020)","Number","From 55 to 64 years","Total",":",""
"2019","European Union - 28 countries (2013-2020)","Number","Total","Total",":",""
"2019","European Union - 28 countries (2013-2020)","Number","Less than 35 years","Total",":",""
"2019","European Union - 28 countries (2013-2020)","Number","From 35 to 44 years","Total",":",""
"2019","European Union - 28 countries (2013-2020)","Number","From 45 to 54 years","Total",":",""
"2019","European Union - 28 countries (2013-2020)","Number","From 55 to 64 years","Total",":",""
"2019","Belgium","Number","Total","Total",":",""
"2019","Belgium","Number","Less than 35 years","Total",":",""
"2019","Belgium","Number","From 35 to 44 years","Total",":",""
"2019","Belgium","Number","From 45 to 54 years","Total",":",""
"2019","Belgium","Number","From 55 to 64 years","Total",":",""
"2019","Bulgaria","Number","Total","Total",":",""
"2019","Bulgaria","Number","Less than 35 years","Total",":",""
"2019","Bulgaria","Number","From 35 to 44 years","Total",":",""
"2019","Bulgaria","Number","From 45 to 54 years","Total",":",""
"2019","Bulgaria","Number","From 55 to 64 years","Total",":",""
"2019","Czechia","Number","Total","Total",":",""
"2019","Czechia","Number","Less than 35 years","Total",":",""
"2019","Czechia","Number","From 35 to 44 years","Total",":",""
"2019","Czechia","Number","From 45 to 54 years","Total",":",""
"2019","Czechia","Number","From 55 to 64 years","Total",":",""
"2019","Denmark","Number","Total","Total",":",""
"2019","Denmark","Number","Less than 35 years","Total",":",""
"2019","Denmark","Number","From 35 to 44 years","Total",":",""
"2019","Denmark","Number","From 45 to 54 years","Total",":",""
"2019","Denmark","Number","From 55 to 64 years","Total",":",""
"2019","Germany (until 1990 former territory of the FRG)","Number","Total","Total",":",""
"2019","Germany (until 1990 former territory of the FRG)","Number","Less than 35 years","Total",":",""
"2019","Germany (until 1990 former territory of the FRG)","Number","From 35 to 44 years","Total",":",""
"2019","Germany (until 1990 former territory of the FRG)","Number","From 45 to 54 years","Total",":",""
"2019","Germany (until 1990 former territory of the FRG)","Number","From 55 to 64 years","Total",":",""
"2019","Estonia","Number","Total","Total",":",""
"2019","Estonia","Number","Less than 35 years","Total",":",""
"2019","Estonia","Number","From 35 to 44 years","Total",":",""
"2019","Estonia","Number","From 45 to 54 years","Total",":",""
"2019","Estonia","Number","From 55 to 64 years","Total",":",""
"2019","Ireland","Number","Total","Total","16 366",""
"2019","Ireland","Number","Less than 35 years","Total","4 939",""
"2019","Ireland","Number","From 35 to 44 years","Total","4 022",""
"2019","Ireland","Number","From 45 to 54 years","Total","3 725",""
"2019","Ireland","Number","From 55 to 64 years","Total","2 551",""
"2019","Greece","Number","Total","Total",":",""
"2019","Greece","Number","Less than 35 years","Total",":",""
"2019","Greece","Number","From 35 to 44 years","Total",":",""
"2019","Greece","Number","From 45 to 54 years","Total",":",""
"2019","Greece","Number","From 55 to 64 years","Total",":",""
"2019","Spain","Number","Total","Total",":",""
"2019","Spain","Number","Less than 35 years","Total",":",""
"2019","Spain","Number","From 35 to 44 years","Total",":",""
"2019","Spain","Number","From 45 to 54 years","Total",":",""
"2019","Spain","Number","From 55 to 64 years","Total",":",""
"2019","France","Number","Total","Total",":",""
"2019","France","Number","Less than 35 years","Total",":",""
"2019","France","Number","From 35 to 44 years","Total",":",""
"2019","France","Number","From 45 to 54 years","Total",":",""
"2019","France","Number","From 55 to 64 years","Total",":",""
"2019","Croatia","Number","Total","Total",":",""
"2019","Croatia","Number","Less than 35 years","Total",":",""
"2019","Croatia","Number","From 35 to 44 years","Total",":",""
"2019","Croatia","Number","From 45 to 54 years","Total",":",""
"2019","Croatia","Number","From 55 to 64 years","Total",":",""
"2019","Italy","Number","Total","Total","242 595","p"
"2019","Italy","Number","Less than 35 years","Total","21 345","p"
"2019","Italy","Number","From 35 to 44 years","Total","42 314","p"
"2019","Italy","Number","From 45 to 54 years","Total","42 629","p"
"2019","Italy","Number","From 55 to 64 years","Total","85 586","p"
"2019","Cyprus","Number","Total","Total",":",""
"2019","Cyprus","Number","Less than 35 years","Total",":",""
"2019","Cyprus","Number","From 35 to 44 years","Total",":",""
"2019","Cyprus","Number","From 45 to 54 years","Total",":",""
"2019","Cyprus","Number","From 55 to 64 years","Total",":",""
"2019","Latvia","Number","Total","Total",":",""
"2019","Latvia","Number","Less than 35 years","Total",":",""
"2019","Latvia","Number","From 35 to 44 years","Total",":",""
"2019","Latvia","Number","From 45 to 54 years","Total",":",""
"2019","Latvia","Number","From 55 to 64 years","Total",":",""
"2019","Lithuania","Number","Total","Total",":",""
"2019","Lithuania","Number","Less than 35 years","Total",":",""
"2019","Lithuania","Number","From 35 to 44 years","Total",":",""
"2019","Lithuania","Number","From 45 to 54 years","Total",":",""
"2019","Lithuania","Number","From 55 to 64 years","Total",":",""
"2019","Luxembourg","Number","Total","Total",":",""
"2019","Luxembourg","Number","Less than 35 years","Total",":",""
"2019","Luxembourg","Number","From 35 to 44 years","Total",":",""
"2019","Luxembourg","Number","From 45 to 54 years","Total",":",""
"2019","Luxembourg","Number","From 55 to 64 years","Total",":",""
"2019","Hungary","Number","Total","Total",":",""
"2019","Hungary","Number","Less than 35 years","Total",":",""
"2019","Hungary","Number","From 35 to 44 years","Total",":",""
"2019","Hungary","Number","From 45 to 54 years","Total",":",""
"2019","Hungary","Number","From 55 to 64 years","Total",":",""
"2019","Malta","Number","Total","Total",":",""
"2019","Malta","Number","Less than 35 years","Total",":",""
"2019","Malta","Number","From 35 to 44 years","Total",":",""
"2019","Malta","Number","From 45 to 54 years","Total",":",""
"2019","Malta","Number","From 55 to 64 years","Total",":",""
"2019","Netherlands","Number","Total","Total",":",""
"2019","Netherlands","Number","Less than 35 years","Total",":",""
"2019","Netherlands","Number","From 35 to 44 years","Total",":",""
"2019","Netherlands","Number","From 45 to 54 years","Total",":",""
"2019","Netherlands","Number","From 55 to 64 years","Total",":",""
"2019","Austria","Number","Total","Total",":",""
"2019","Austria","Number","Less than 35 years","Total",":",""
"2019","Austria","Number","From 35 to 44 years","Total",":",""
"2019","Austria","Number","From 45 to 54 years","Total",":",""
"2019","Austria","Number","From 55 to 64 years","Total",":",""
"2019","Poland","Number","Total","Total",":",""
"2019","Poland","Number","Less than 35 years","Total",":",""
"2019","Poland","Number","From 35 to 44 years","Total",":",""
"2019","Poland","Number","From 45 to 54 years","Total",":",""
"2019","Poland","Number","From 55 to 64 years","Total",":",""
"2019","Portugal","Number","Total","Total",":",""
"2019","Portugal","Number","Less than 35 years","Total",":",""
"2019","Portugal","Number","From 35 to 44 years","Total",":",""
"2019","Portugal","Number","From 45 to 54 years","Total",":",""
"2019","Portugal","Number","From 55 to 64 years","Total",":",""
"2019","Romania","Number","Total","Total",":",""
"2019","Romania","Number","Less than 35 years","Total",":",""
"2019","Romania","Number","From 35 to 44 years","Total",":",""
"2019","Romania","Number","From 45 to 54 years","Total",":",""
"2019","Romania","Number","From 55 to 64 years","Total",":",""
"2019","Slovenia","Number","Total","Total",":",""
"2019","Slovenia","Number","Less than 35 years","Total",":",""
"2019","Slovenia","Number","From 35 to 44 years","Total",":",""
"2019","Slovenia","Number","From 45 to 54 years","Total",":",""
"2019","Slovenia","Number","From 55 to 64 years","Total",":",""
"2019","Slovakia","Number","Total","Total",":",""
"2019","Slovakia","Number","Less than 35 years","Total",":",""
"2019","Slovakia","Number","From 35 to 44 years","Total",":",""
"2019","Slovakia","Number","From 45 to 54 years","Total",":",""
"2019","Slovakia","Number","From 55 to 64 years","Total",":",""
"2019","Finland","Number","Total","Total",":",""
"2019","Finland","Number","Less than 35 years","Total",":",""
"2019","Finland","Number","From 35 to 44 years","Total",":",""
"2019","Finland","Number","From 45 to 54 years","Total",":",""
"2019","Finland","Number","From 55 to 64 years","Total",":",""
"2019","Sweden","Number","Total","Total",":",""
"2019","Sweden","Number","Less than 35 years","Total",":",""
"2019","Sweden","Number","From 35 to 44 years","Total",":",""
"2019","Sweden","Number","From 45 to 54 years","Total",":",""
"2019","Sweden","Number","From 55 to 64 years","Total",":",""
"2019","Iceland","Number","Total","Total","1 404",""
"2019","Iceland","Number","Less than 35 years","Total","259",""
"2019","Iceland","Number","From 35 to 44 years","Total","270",""
"2019","Iceland","Number","From 45 to 54 years","Total","317",""
"2019","Iceland","Number","From 55 to 64 years","Total","348",""
"2019","Liechtenstein","Number","Total","Total","144",""
"2019","Liechtenstein","Number","Less than 35 years","Total","11",""
"2019","Liechtenstein","Number","From 35 to 44 years","Total","27",""
"2019","Liechtenstein","Number","From 45 to 54 years","Total","45",""
"2019","Liechtenstein","Number","From 55 to 64 years","Total","40",""
"2019","Norway","Number","Total","Total","26 276",""
