"TIME","GEO","UNIT","ICD9CM","Value","Flag and Footnotes"
"2009","Netherlands","Per hundred thousand inhabitants","Transplantation of kidney","44.57",""
"2009","Austria","Number","Transplantation of kidney and haemodialysis","8 154",""
"2009","Austria","Number","Haemodialysis","4 176",""
"2009","Austria","Number","Transplantation of kidney","3 978",""
"2009","Austria","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","97.47",""
"2009","Austria","Per hundred thousand inhabitants","Haemodialysis","49.92",""
"2009","Austria","Per hundred thousand inhabitants","Transplantation of kidney","47.55",""
"2009","Poland","Number","Transplantation of kidney and haemodialysis",":",""
"2009","Poland","Number","Haemodialysis","27 447",""
"2009","Poland","Number","Transplantation of kidney",":",""
"2009","Poland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2009","Poland","Per hundred thousand inhabitants","Haemodialysis","71.94",""
"2009","Poland","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2009","Portugal","Number","Transplantation of kidney and haemodialysis","16 010",""
"2009","Portugal","Number","Haemodialysis","10 217",""
"2009","Portugal","Number","Transplantation of kidney","5 793",""
"2009","Portugal","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","150.58",""
"2009","Portugal","Per hundred thousand inhabitants","Haemodialysis","96.09",""
"2009","Portugal","Per hundred thousand inhabitants","Transplantation of kidney","54.48",""
"2009","Romania","Number","Transplantation of kidney and haemodialysis","9 304",""
"2009","Romania","Number","Haemodialysis","9 304",""
"2009","Romania","Number","Transplantation of kidney",":",""
"2009","Romania","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","43.31",""
"2009","Romania","Per hundred thousand inhabitants","Haemodialysis","43.31",""
"2009","Romania","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2009","Slovakia","Number","Transplantation of kidney and haemodialysis",":",""
"2009","Slovakia","Number","Haemodialysis","3 002",""
"2009","Slovakia","Number","Transplantation of kidney",":",""
"2009","Slovakia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2009","Slovakia","Per hundred thousand inhabitants","Haemodialysis","55.40",""
"2009","Slovakia","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2009","Finland","Number","Transplantation of kidney and haemodialysis","4 171",""
"2009","Finland","Number","Haemodialysis","1 716",""
"2009","Finland","Number","Transplantation of kidney","2 455",""
"2009","Finland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","78.13",""
"2009","Finland","Per hundred thousand inhabitants","Haemodialysis","32.14",""
"2009","Finland","Per hundred thousand inhabitants","Transplantation of kidney","45.98",""
"2009","Iceland","Number","Transplantation of kidney and haemodialysis","172",""
"2009","Iceland","Number","Haemodialysis","61",""
"2009","Iceland","Number","Transplantation of kidney","111",""
"2009","Iceland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","54.00",""
"2009","Iceland","Per hundred thousand inhabitants","Haemodialysis","19.15",""
"2009","Iceland","Per hundred thousand inhabitants","Transplantation of kidney","34.85",""
"2009","Liechtenstein","Number","Transplantation of kidney and haemodialysis",":",""
"2009","Liechtenstein","Number","Haemodialysis",":",""
"2009","Liechtenstein","Number","Transplantation of kidney",":",""
"2009","Liechtenstein","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2009","Liechtenstein","Per hundred thousand inhabitants","Haemodialysis",":",""
"2009","Liechtenstein","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2009","Switzerland","Number","Transplantation of kidney and haemodialysis",":",""
"2009","Switzerland","Number","Haemodialysis",":",""
"2009","Switzerland","Number","Transplantation of kidney",":",""
"2009","Switzerland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2009","Switzerland","Per hundred thousand inhabitants","Haemodialysis",":",""
"2009","Switzerland","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2009","United Kingdom","Number","Transplantation of kidney and haemodialysis","49 080",""
"2009","United Kingdom","Number","Haemodialysis","25 796",""
"2009","United Kingdom","Number","Transplantation of kidney","23 284",""
"2009","United Kingdom","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","79.40",""
"2009","United Kingdom","Per hundred thousand inhabitants","Haemodialysis","41.73",""
"2009","United Kingdom","Per hundred thousand inhabitants","Transplantation of kidney","37.67",""
"2009","Serbia","Number","Transplantation of kidney and haemodialysis",":",""
"2009","Serbia","Number","Haemodialysis","4 496.00",""
"2009","Serbia","Number","Transplantation of kidney",":",""
"2009","Serbia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2009","Serbia","Per hundred thousand inhabitants","Haemodialysis","61.41",""
"2009","Serbia","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2009","Turkey","Number","Transplantation of kidney and haemodialysis",":",""
"2009","Turkey","Number","Haemodialysis","54 135",""
"2009","Turkey","Number","Transplantation of kidney",":",""
"2009","Turkey","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2009","Turkey","Per hundred thousand inhabitants","Haemodialysis","75.15",""
"2009","Turkey","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2010","Belgium","Number","Transplantation of kidney and haemodialysis",":",""
"2010","Belgium","Number","Haemodialysis",":",""
"2010","Belgium","Number","Transplantation of kidney",":",""
"2010","Belgium","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2010","Belgium","Per hundred thousand inhabitants","Haemodialysis",":",""
"2010","Belgium","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2010","Bulgaria","Number","Transplantation of kidney and haemodialysis",":",""
"2010","Bulgaria","Number","Haemodialysis",":",""
"2010","Bulgaria","Number","Transplantation of kidney",":",""
"2010","Bulgaria","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2010","Bulgaria","Per hundred thousand inhabitants","Haemodialysis",":",""
"2010","Bulgaria","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2010","Czechia","Number","Transplantation of kidney and haemodialysis","10 665",""
"2010","Czechia","Number","Haemodialysis","6 765",""
"2010","Czechia","Number","Transplantation of kidney","3 900",""
"2010","Czechia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","101.60",""
"2010","Czechia","Per hundred thousand inhabitants","Haemodialysis","64.45",""
"2010","Czechia","Per hundred thousand inhabitants","Transplantation of kidney","37.15",""
"2010","Denmark","Number","Transplantation of kidney and haemodialysis","4 734",""
"2010","Denmark","Number","Haemodialysis","2 613",""
"2010","Denmark","Number","Transplantation of kidney","2 121",""
"2010","Denmark","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","85.33",""
"2010","Denmark","Per hundred thousand inhabitants","Haemodialysis","47.10",""
"2010","Denmark","Per hundred thousand inhabitants","Transplantation of kidney","38.23",""
"2010","Germany (until 1990 former territory of the FRG)","Number","Transplantation of kidney and haemodialysis",":",""
"2010","Germany (until 1990 former territory of the FRG)","Number","Haemodialysis",":",""
"2010","Germany (until 1990 former territory of the FRG)","Number","Transplantation of kidney",":",""
"2010","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2010","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Haemodialysis",":",""
"2010","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Transplantation of kidney",":",""
"2010","Estonia","Number","Transplantation of kidney and haemodialysis",":",""
"2010","Estonia","Number","Haemodialysis",":",""
"2010","Estonia","Number","Transplantation of kidney","400",""
"2010","Estonia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",":",""
"2010","Estonia","Per hundred thousand inhabitants","Haemodialysis",":",""
"2010","Estonia","Per hundred thousand inhabitants","Transplantation of kidney","29.85",""
"2010","Ireland","Number","Transplantation of kidney and haemodialysis","3 665",""
"2010","Ireland","Number","Haemodialysis","1 759",""
"2010","Ireland","Number","Transplantation of kidney","1 906",""
"2010","Ireland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","81.10",""
"2010","Ireland","Per hundred thousand inhabitants","Haemodialysis","38.93",""
"2010","Ireland","Per hundred thousand inhabitants","Transplantation of kidney","42.18",""
"2010","Greece","Number","Transplantation of kidney and haemodialysis","12 212",""
"2010","Greece","Number","Haemodialysis","9 803",""
"2010","Greece","Number","Transplantation of kidney","2 409",""
"2010","Greece","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","108.00",""
"2010","Greece","Per hundred thousand inhabitants","Haemodialysis","86.69",""
"2010","Greece","Per hundred thousand inhabitants","Transplantation of kidney","21.30",""
"2010","Spain","Number","Transplantation of kidney and haemodialysis","46 050","e"
"2010","Spain","Number","Haemodialysis","23 348","e"
"2010","Spain","Number","Transplantation of kidney","22 702","e"
"2010","Spain","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","99.95","e"
"2010","Spain","Per hundred thousand inhabitants","Haemodialysis","50.68","e"
"2010","Spain","Per hundred thousand inhabitants","Transplantation of kidney","49.28","e"
"2010","France","Number","Transplantation of kidney and haemodialysis","67 270",""
"2010","France","Number","Haemodialysis","37 430",""
"2010","France","Number","Transplantation of kidney","29 840",""
"2010","France","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","103.77",""
"2010","France","Per hundred thousand inhabitants","Haemodialysis","57.74",""
"2010","France","Per hundred thousand inhabitants","Transplantation of kidney","46.03",""
"2010","Croatia","Number","Transplantation of kidney and haemodialysis","4 257",""
"2010","Croatia","Number","Haemodialysis","2 942",""
"2010","Croatia","Number","Transplantation of kidney","1 315",""
"2010","Croatia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis","96.34",""
